year,parasitism
1951-05-01,0.304701976
1951-06-01,0.304880518
1951-07-01,0.30505906
1951-08-01,0.305237601
1951-09-01,0.305416143
1951-10-01,0.305594685
1951-11-01,0.305773226
1951-12-01,0.305951768
1952-01-01,0.30613031
1952-02-01,0.306308851
1952-03-01,0.306487393
1952-04-01,0.306665935
1952-05-01,0.306844476
1952-06-01,0.307023018
1952-07-01,0.30720156
1952-08-01,0.307380101
1952-09-01,0.307558643
1952-10-01,0.307737185
1952-11-01,0.307915726
1952-12-01,0.308094268
1953-01-01,0.30827281
1953-02-01,0.308451351
1953-03-01,0.308629893
1953-04-01,0.308808435
1953-05-01,0.308986976
1953-06-01,0.309165518
1953-07-01,0.30934406
1953-08-01,0.309522601
1953-09-01,0.309701143
1953-10-01,0.309879685
1953-11-01,0.310058226
1953-12-01,0.310236768
1954-01-01,0.31041531
1954-02-01,0.310593851
1954-03-01,0.310772393
1954-04-01,0.310950935
1954-05-01,0.311129476
1954-06-01,0.311308018
1954-07-01,0.31148656
1954-08-01,0.311665101
1954-09-01,0.311843643
1954-10-01,0.312022185
1954-11-01,0.312200726
1954-12-01,0.312379268
1955-01-01,0.31255781
1955-02-01,0.312736351
1955-03-01,0.312914893
1955-04-01,0.313093435
1955-05-01,0.313271976
1955-06-01,0.313450518
1955-07-01,0.31362906
1955-08-01,0.313807601
1955-09-01,0.313986143
1955-10-01,0.314164685
1955-11-01,0.314343226
1955-12-01,0.314521768
1956-01-01,0.31470031
1956-02-01,0.314878851
1956-03-01,0.315057393
1956-04-01,0.315235935
1956-05-01,0.315414476
1956-06-01,0.315593018
1956-07-01,0.31577156
1956-08-01,0.315950101
1956-09-01,0.316128643
1956-10-01,0.316307185
1956-11-01,0.316485726
1956-12-01,0.316664268
1957-01-01,0.31684281
1957-02-01,0.317021351
1957-03-01,0.317199893
1957-04-01,0.317378435
1957-05-01,0.317556976
1957-06-01,0.317735518
1957-07-01,0.31791406
1957-08-01,0.318092601
1957-09-01,0.318271143
1957-10-01,0.318449685
1957-11-01,0.318628226
1957-12-01,0.318806768
1958-01-01,0.31898531
1958-02-01,0.319163851
1958-03-01,0.319342393
1958-04-01,0.319520935
1958-05-01,0.319699476
1958-06-01,0.319878018
1958-07-01,0.32005656
1958-08-01,0.320235101
1958-09-01,0.320413643
1958-10-01,0.320592185
1958-11-01,0.320770726
1958-12-01,0.320949268
1959-01-01,0.32112781
1959-02-01,0.321306351
1959-03-01,0.321484893
1959-04-01,0.321663435
1959-05-01,0.321841976
1959-06-01,0.322020518
1959-07-01,0.32219906
1959-08-01,0.322377601
1959-09-01,0.322556143
1959-10-01,0.322734685
1959-11-01,0.322913226
1959-12-01,0.323091768
1960-01-01,0.32327031
1960-02-01,0.323448851
1960-03-01,0.323627393
1960-04-01,0.323805935
1960-05-01,0.323984476
1960-06-01,0.324163018
1960-07-01,0.32434156
1960-08-01,0.324520101
1960-09-01,0.324698643
1960-10-01,0.324877185
1960-11-01,0.325055726
1960-12-01,0.325234268
1961-01-01,0.32541281
1961-02-01,0.325591351
1961-03-01,0.325769893
1961-04-01,0.325948435
1961-05-01,0.326126976
1961-06-01,0.326305518
1961-07-01,0.32648406
1961-08-01,0.326662601
1961-09-01,0.326841143
1961-10-01,0.327019685
1961-11-01,0.327198226
1961-12-01,0.327376768
1962-01-01,0.32755531
1962-02-01,0.327733851
1962-03-01,0.327912393
1962-04-01,0.328090935
1962-05-01,0.328269476
1962-06-01,0.328448018
1962-07-01,0.32862656
1962-08-01,0.328805101
1962-09-01,0.328983643
1962-10-01,0.329162185
1962-11-01,0.329340726
1962-12-01,0.329519268
1963-01-01,0.32969781
1963-02-01,0.329876351
1963-03-01,0.330054893
1963-04-01,0.330233435
1963-05-01,0.330411976
1963-06-01,0.330590518
1963-07-01,0.33076906
1963-08-01,0.330947601
1963-09-01,0.331126143
1963-10-01,0.331304685
1963-11-01,0.331483226
1963-12-01,0.331661768
1964-01-01,0.33184031
1964-02-01,0.332018851
1964-03-01,0.332197393
1964-04-01,0.332375935
1964-05-01,0.332554476
1964-06-01,0.332733018
1964-07-01,0.33291156
1964-08-01,0.333090101
1964-09-01,0.333268643
1964-10-01,0.333447185
1964-11-01,0.333625726
1964-12-01,0.333804268
1965-01-01,0.33398281
1965-02-01,0.334161351
1965-03-01,0.334339893
1965-04-01,0.334518435
1965-05-01,0.334696976
1965-06-01,0.334875518
1965-07-01,0.33505406
1965-08-01,0.335232601
1965-09-01,0.335411143
1965-10-01,0.335589685
1965-11-01,0.335768226
1965-12-01,0.335946768
1966-01-01,0.33612531
1966-02-01,0.336303851
1966-03-01,0.336482393
1966-04-01,0.336660935
1966-05-01,0.336839476
1966-06-01,0.337018018
1966-07-01,0.33719656
1966-08-01,0.337375101
1966-09-01,0.337553643
1966-10-01,0.337732185
1966-11-01,0.337910726
1966-12-01,0.338089268
1967-01-01,0.33826781
1967-02-01,0.338446351
1967-03-01,0.338624893
1967-04-01,0.338803435
1967-05-01,0.338981976
1967-06-01,0.339160518
1967-07-01,0.33933906
1967-08-01,0.339517601
1967-09-01,0.339696143
1967-10-01,0.339874685
1967-11-01,0.340053226
1967-12-01,0.340231768
1968-01-01,0.34041031
1968-02-01,0.340588851
1968-03-01,0.340767393
1968-04-01,0.340945935
1968-05-01,0.341124476
1968-06-01,0.341303018
1968-07-01,0.34148156
1968-08-01,0.341660101
1968-09-01,0.341838643
1968-10-01,0.342017185
1968-11-01,0.342195726
1968-12-01,0.342374268
1969-01-01,0.34255281
1969-02-01,0.342731351
1969-03-01,0.342909893
1969-04-01,0.343088435
1969-05-01,0.343266976
1969-06-01,0.343445518
1969-07-01,0.34362406
1969-08-01,0.343802601
1969-09-01,0.343981143
1969-10-01,0.344159685
1969-11-01,0.344338226
1969-12-01,0.344516768
1970-01-01,0.34469531
1970-02-01,0.344873851
1970-03-01,0.345052393
1970-04-01,0.345230935
1970-05-01,0.345409476
1970-06-01,0.345588018
1970-07-01,0.34576656
1970-08-01,0.345945101
1970-09-01,0.346123643
1970-10-01,0.346302185
1970-11-01,0.346480726
1970-12-01,0.346659268
1971-01-01,0.34683781
1971-02-01,0.347016351
1971-03-01,0.347194893
1971-04-01,0.347373435
1971-05-01,0.347551976
1971-06-01,0.347730518
1971-07-01,0.34790906
1971-08-01,0.348087601
1971-09-01,0.348266143
1971-10-01,0.348444685
1971-11-01,0.348623226
1971-12-01,0.348801768
1972-01-01,0.34898031
1972-02-01,0.349158851
1972-03-01,0.349337393
1972-04-01,0.349515935
1972-05-01,0.349694476
1972-06-01,0.349873018
1972-07-01,0.35005156
1972-08-01,0.350230101
1972-09-01,0.350408643
1972-10-01,0.350587185
1972-11-01,0.350765726
1972-12-01,0.350944268
1973-01-01,0.35112281
1973-02-01,0.351301351
1973-03-01,0.351479893
1973-04-01,0.351658435
1973-05-01,0.351836976
1973-06-01,0.352015518
1973-07-01,0.35219406
1973-08-01,0.352372601
1973-09-01,0.352551143
1973-10-01,0.352729685
1973-11-01,0.352908226
1973-12-01,0.353086768
1974-01-01,0.35326531
1974-02-01,0.353443851
1974-03-01,0.353622393
1974-04-01,0.353846185
1974-05-01,0.354101476
1974-06-01,0.354356768
1974-07-01,0.35461206
1974-08-01,0.354867351
1974-09-01,0.355122643
1974-10-01,0.355377935
1974-11-01,0.355633226
1974-12-01,0.355888518
1975-01-01,0.35614381
1975-02-01,0.356399101
1975-03-01,0.356654393
1975-04-01,0.356909685
1975-05-01,0.357164976
1975-06-01,0.357420268
1975-07-01,0.35767556
1975-08-01,0.357930851
1975-09-01,0.358186143
1975-10-01,0.358441435
1975-11-01,0.358696726
1975-12-01,0.358952018
1976-01-01,0.35920731
1976-02-01,0.359462601
1976-03-01,0.359717893
1976-04-01,0.359973185
1976-05-01,0.360228476
1976-06-01,0.360483768
1976-07-01,0.36073906
1976-08-01,0.360994351
1976-09-01,0.361249643
1976-10-01,0.361504935
1976-11-01,0.361760226
1976-12-01,0.362015518
1977-01-01,0.36227081
1977-02-01,0.362526101
1977-03-01,0.362781393
1977-04-01,0.363036685
1977-05-01,0.363291976
1977-06-01,0.363547268
1977-07-01,0.36380256
1977-08-01,0.364057851
1977-09-01,0.364313143
1977-10-01,0.364568435
1977-11-01,0.364823726
1977-12-01,0.365079018
1978-01-01,0.36533431
1978-02-01,0.365589601
1978-03-01,0.365844893
1978-04-01,0.366100185
1978-05-01,0.366355476
1978-06-01,0.366610768
1978-07-01,0.36686606
1978-08-01,0.367121351
1978-09-01,0.367376643
1978-10-01,0.367631935
1978-11-01,0.367887226
1978-12-01,0.368142518
1979-01-01,0.36839781
1979-02-01,0.368653101
1979-03-01,0.368908393
1979-04-01,0.369163685
1979-05-01,0.369418976
1979-06-01,0.369674268
1979-07-01,0.36992956
1979-08-01,0.370184851
1979-09-01,0.370440143
1979-10-01,0.370695435
1979-11-01,0.370950726
1979-12-01,0.371206018
1980-01-01,0.37146131
1980-02-01,0.371716601
1980-03-01,0.371971893
1980-04-01,0.372227185
1980-05-01,0.372482476
1980-06-01,0.372737768
1980-07-01,0.37299306
1980-08-01,0.373248351
1980-09-01,0.373503643
1980-10-01,0.373758935
1980-11-01,0.374014226
1980-12-01,0.374269518
1981-01-01,0.37452481
1981-02-01,0.374780101
1981-03-01,0.375035393
1981-04-01,0.375290685
1981-05-01,0.375545976
1981-06-01,0.375801268
1981-07-01,0.37605656
1981-08-01,0.376311851
1981-09-01,0.376567143
1981-10-01,0.376822435
1981-11-01,0.377077726
1981-12-01,0.377333018
1982-01-01,0.37758831
1982-02-01,0.377843601
1982-03-01,0.378098893
1982-04-01,0.378354185
1982-05-01,0.378609476
1982-06-01,0.378864768
1982-07-01,0.37912006
1982-08-01,0.379375351
1982-09-01,0.379630643
1982-10-01,0.379885935
1982-11-01,0.380141226
1982-12-01,0.380396518
1983-01-01,0.38065181
1983-02-01,0.380907101
1983-03-01,0.381162393
1983-04-01,0.381417685
1983-05-01,0.381672976
1983-06-01,0.381928268
1983-07-01,0.38218356
1983-08-01,0.382438851
1983-09-01,0.382694143
1983-10-01,0.382949435
1983-11-01,0.383204726
1983-12-01,0.383460018
1984-01-01,0.38371531
1984-02-01,0.383970601
1984-03-01,0.384225893
1984-04-01,0.384481185
1984-05-01,0.384736476
1984-06-01,0.384991768
1984-07-01,0.38524706
1984-08-01,0.385502351
1984-09-01,0.385757643
1984-10-01,0.386012935
1984-11-01,0.386268226
1984-12-01,0.386523518
1985-01-01,0.38677881
1985-02-01,0.387034101
1985-03-01,0.387289393
1985-04-01,0.387544685
1985-05-01,0.387799976
1985-06-01,0.388055268
1985-07-01,0.38831056
1985-08-01,0.388565851
1985-09-01,0.388821143
1985-10-01,0.389076435
1985-11-01,0.389331726
1985-12-01,0.389587018
1986-01-01,0.38984231
1986-02-01,0.390097601
1986-03-01,0.390352893
1986-04-01,0.390608185
1986-05-01,0.390863476
1986-06-01,0.391118768
1986-07-01,0.39137406
1986-08-01,0.391629351
1986-09-01,0.391884643
1986-10-01,0.392139935
1986-11-01,0.392395226
1986-12-01,0.392650518
1987-01-01,0.39290581
1987-02-01,0.393161101
1987-03-01,0.393416393
1987-04-01,0.393671685
1987-05-01,0.393926976
1987-06-01,0.394182268
1987-07-01,0.39443756
1987-08-01,0.394692851
1987-09-01,0.394948143
1987-10-01,0.395203435
1987-11-01,0.395458726
1987-12-01,0.395714018
1988-01-01,0.39596931
1988-02-01,0.396224601
1988-03-01,0.396479893
1988-04-01,0.396735185
1988-05-01,0.396990476
1988-06-01,0.397245768
1988-07-01,0.39750106
1988-08-01,0.397756351
1988-09-01,0.398011643
1988-10-01,0.398266935
1988-11-01,0.398522226
1988-12-01,0.398777518
1989-01-01,0.39903281
1989-02-01,0.399288101
1989-03-01,0.399543393
1989-04-01,0.399798685
1989-05-01,0.400053976
1989-06-01,0.400309268
1989-07-01,0.40056456
1989-08-01,0.400819851
1989-09-01,0.401075143
1989-10-01,0.401330435
1989-11-01,0.401585726
1989-12-01,0.401841018
1990-01-01,0.40209631
1990-02-01,0.402351601
1990-03-01,0.402606893
1990-04-01,0.402862185
1990-05-01,0.403117476
1990-06-01,0.403372768
1990-07-01,0.40362806
1990-08-01,0.403883351
1990-09-01,0.404138643
1990-10-01,0.404393935
1990-11-01,0.404649226
1990-12-01,0.404904518
1991-01-01,0.40515981
1991-02-01,0.405415101
1991-03-01,0.405670393
1991-04-01,0.405925685
1991-05-01,0.406180976
1991-06-01,0.406436268
1991-07-01,0.40669156
1991-08-01,0.406946851
1991-09-01,0.407202143
1991-10-01,0.407457435
1991-11-01,0.407712726
1991-12-01,0.407968018
1992-01-01,0.40822331
1992-02-01,0.408478601
1992-03-01,0.408733893
1992-04-01,0.408989185
1992-05-01,0.409244476
1992-06-01,0.409499768
1992-07-01,0.40975506
1992-08-01,0.410010351
1992-09-01,0.410265643
1992-10-01,0.410520935
1992-11-01,0.410776226
1992-12-01,0.411031518
1993-01-01,0.41128681
1993-02-01,0.411542101
1993-03-01,0.411797393
1993-04-01,0.412052685
1993-05-01,0.412307976
1993-06-01,0.412563268
1993-07-01,0.41281856
1993-08-01,0.413073851
1993-09-01,0.413329143
1993-10-01,0.413584435
1993-11-01,0.413839726
1993-12-01,0.414095018
1994-01-01,0.41435031
1994-02-01,0.414605601
1994-03-01,0.414860893
1994-04-01,0.415116185
1994-05-01,0.415371476
1994-06-01,0.415626768
1994-07-01,0.41588206
1994-08-01,0.416137351
1994-09-01,0.416392643
1994-10-01,0.416647935
1994-11-01,0.416903226
1994-12-01,0.417158518
1995-01-01,0.41741381
1995-02-01,0.417669101
1995-03-01,0.417924393
1995-04-01,0.418179685
1995-05-01,0.418434976
1995-06-01,0.418690268
1995-07-01,0.41894556
1995-08-01,0.419200851
1995-09-01,0.419456143
1995-10-01,0.419711435
1995-11-01,0.419966726
1995-12-01,0.420222018
1996-01-01,0.42047731
1996-02-01,0.420732601
1996-03-01,0.420987893
1996-04-01,0.421243185
1996-05-01,0.421498476
1996-06-01,0.421753768
1996-07-01,0.42200906
1996-08-01,0.422264351
1996-09-01,0.422519643
1996-10-01,0.422774935
1996-11-01,0.423030226
1996-12-01,0.423285518
1997-01-01,0.42354081
1997-02-01,0.423796101
1997-03-01,0.424051393
1997-04-01,0.424306685
1997-05-01,0.424561976
1997-06-01,0.424817268
1997-07-01,0.42507256
1997-08-01,0.425327851
1997-09-01,0.425583143
1997-10-01,0.425838435
1997-11-01,0.426093726
1997-12-01,0.426349018
1998-01-01,0.42660431
1998-02-01,0.426859601
1998-03-01,0.427114893
1998-04-01,0.427370185
1998-05-01,0.427625476
1998-06-01,0.427880768
1998-07-01,0.42813606
1998-08-01,0.428391351
1998-09-01,0.428646643
1998-10-01,0.428901935
1998-11-01,0.429157226
1998-12-01,0.429412518
1999-01-01,0.42966781
1999-02-01,0.429923101
1999-03-01,0.430178393
1999-04-01,0.430433685
1999-05-01,0.430688976
1999-06-01,0.430944268
1999-07-01,0.43119956
1999-08-01,0.431454851
1999-09-01,0.431710143
1999-10-01,0.431965435
1999-11-01,0.432220726
1999-12-01,0.432476018
2000-01-01,0.43273131
2000-02-01,0.432986601
2000-03-01,0.433241893
2000-04-01,0.433497185
2000-05-01,0.433752476
2000-06-01,0.434007768
2000-07-01,0.43426306
2000-08-01,0.434518351
2000-09-01,0.434773643
2000-10-01,0.435028935
2000-11-01,0.435284226
2000-12-01,0.435539518
2001-01-01,0.43579481
2001-02-01,0.436050101
2001-03-01,0.436305393
2001-04-01,0.436560685
2001-05-01,0.436815976
2001-06-01,0.437071268
2001-07-01,0.43732656
2001-08-01,0.437581851
2001-09-01,0.437837143
2001-10-01,0.438092435
2001-11-01,0.438347726
2001-12-01,0.438603018
2002-01-01,0.43885831
2002-02-01,0.439113601
2002-03-01,0.439368893
2002-04-01,0.439624185
2002-05-01,0.439879476
2002-06-01,0.440134768
2002-07-01,0.44039006
2002-08-01,0.440645351
2002-09-01,0.440900643
2002-10-01,0.441155935
2002-11-01,0.441411226
2002-12-01,0.441666518
2003-01-01,0.44192181
2003-02-01,0.442177101
2003-03-01,0.442432393
2003-04-01,0.442687685
2003-05-01,0.442942976
2003-06-01,0.443198268
2003-07-01,0.44345356
2003-08-01,0.443708851
2003-09-01,0.443964143
2003-10-01,0.444219435
2003-11-01,0.444474726
2003-12-01,0.444730018
2004-01-01,0.44498531
2004-02-01,0.445240601
2004-03-01,0.445495893
2004-04-01,0.445751185
2004-05-01,0.446006476
2004-06-01,0.446261768
2004-07-01,0.44651706
2004-08-01,0.446772351
2004-09-01,0.447027643
2004-10-01,0.447282935
2004-11-01,0.447538226
2004-12-01,0.447793518
2005-01-01,0.44804881
2005-02-01,0.448304101
2005-03-01,0.448559393
2005-04-01,0.448814685
2005-05-01,0.449069976
2005-06-01,0.449325268
2005-07-01,0.44958056
2005-08-01,0.449835851
2005-09-01,0.450091143
2005-10-01,0.450346435
2005-11-01,0.450601726
2005-12-01,0.450857018
2006-01-01,0.45111231
2006-02-01,0.451367601
2006-03-01,0.451622893
2006-04-01,0.451878185
2006-05-01,0.452133476
2006-06-01,0.452388768
2006-07-01,0.45264406
2006-08-01,0.452899351
2006-09-01,0.453154643
2006-10-01,0.453409935
2006-11-01,0.453665226
2006-12-01,0.453920518
2007-01-01,0.45417581
2007-02-01,0.454431101
2007-03-01,0.454686393
2007-04-01,0.454941685
2007-05-01,0.455196976
2007-06-01,0.455452268
2007-07-01,0.45570756
2007-08-01,0.455962851
2007-09-01,0.456218143
2007-10-01,0.456473435
2007-11-01,0.456728726
2007-12-01,0.456984018
2008-01-01,0.45723931
2008-02-01,0.457494601
2008-03-01,0.457749893
2008-04-01,0.458005185
2008-05-01,0.458260476
2008-06-01,0.458515768
2008-07-01,0.45877106
2008-08-01,0.459026351
2008-09-01,0.459281643
2008-10-01,0.459536935
2008-11-01,0.459792226
2008-12-01,0.460047518
2009-01-01,0.46030281
2009-02-01,0.460558101
2009-03-01,0.460813393
2009-04-01,0.461068685
2009-05-01,0.461323976
2009-06-01,0.461579268
2009-07-01,0.46183456
2009-08-01,0.462089851
2009-09-01,0.462345143
2009-10-01,0.462600435
2009-11-01,0.462855726
2009-12-01,0.463111018
2010-01-01,0.46336631
2010-02-01,0.463621601
2010-03-01,0.463876893
2010-04-01,0.464132185
2010-05-01,0.464387476
2010-06-01,0.464642768
2010-07-01,0.46489806
2010-08-01,0.465153351
2010-09-01,0.465408643
2010-10-01,0.465663935
2010-11-01,0.465919226
2010-12-01,0.466174518